Fp1,Fp2,C3,C4,Pz,O1,O2,Fz,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,Timestamp,Markers
0.00000,-1357.01917,-1427.38245,-1787.33496,-1701.77246,0.08941,-1912.86243,-12332.17285,-0.52905,0.04712,-0.84521,5.52368,-4.11987,-3.99780,100.00000,6.00000,1.00000,1751341506.04019,0.00000
-209.92760,-1078.78467,-1108.28894,-1615.49475,-1212.26929,1.25170,-1519.56104,-3164.29199,-0.52759,0.04761,-0.84839,0.30518,1.03760,0.39673,100.00000,7.00000,1.00000,1751341506.05414,0.00000
-823.17010,-809.75903,-783.83099,-1185.62598,-789.46362,-455.88620,-1218.97485,-649.45233,-0.52808,0.04614,-0.84912,-1.00708,2.53296,1.52588,100.00000,8.00000,1.00000,1751341506.05937,0.00000
-754.95258,-598.40094,-556.64789,-918.74615,-465.27393,-403.85135,-1077.17529,-384.98645,-0.52930,0.04858,-0.85010,-1.43433,3.02124,2.01416,100.00000,9.00000,1.00000,1751341506.05940,0.00000
-206.97716,-216.63312,-191.77797,-211.53693,-180.06566,-202.14919,-181.13855,-193.92374,-0.52686,0.04810,-0.85278,-1.80054,3.23486,2.31934,100.00000,19.00000,1.00000,1751341506.09685,0.00000
-201.16571,-209.65938,-187.12881,-205.36784,-175.14828,-196.51654,-176.04234,-188.73814,-0.52710,0.04712,-0.85010,-1.73950,3.23486,2.25830,100.00000,20.00000,1.00000,1751341506.09905,0.00000
-196.06952,-203.49030,-182.56906,-200.00342,-171.12497,-191.59917,-172.19785,-184.17839,-0.52783,0.04468,-0.85010,-1.80054,3.23486,2.25830,100.00000,21.00000,1.00000,1751341506.10658,0.00000
-191.50975,-197.32121,-178.18811,-195.53307,-167.45927,-187.30763,-168.17453,-179.43982,-0.52832,0.04541,-0.84546,-1.89209,3.26538,2.34985,100.00000,22.00000,1.00000,1751341506.10803,0.00000
-186.86060,-192.22501,-174.52243,-191.24153,-163.70418,-183.46313,-164.33003,-175.68472,-0.52759,0.04688,-0.84717,-1.80054,3.29590,2.19727,100.00000,23.00000,1.00000,1751341506.10805,0.00000
-133.48462,-138.22319,-129.81894,-140.81599,-122.48756,-135.98802,-122.21935,-129.99776,-0.52783,0.04443,-0.84644,-1.80054,3.20435,2.31934,100.00000,49.00000,1.00000,1751341506.21735,0.00000
-117.39137,-122.21935,-115.51382,-124.36511,-108.80830,-120.43121,-108.80830,-115.24560,-0.52783,0.04712,-0.84937,-1.80054,3.32642,2.28882,100.00000,128.00000,1.00000,1751341506.52907,0.00000
-117.30196,-122.39816,-115.51382,-124.18629,-108.80830,-120.34180,-108.71889,-115.24560,-0.52905,0.04712,-0.84668,-1.77002,3.29590,2.34985,100.00000,129.00000,1.00000,1751341506.53661,0.00000
14154.64551,14088.84180,14483.93066,14399.35254,14420.72070,14453.17480,14473.47070,14548.12500,-0.53027,0.04761,-0.84668,-1.86157,3.41797,2.31934,100.00000,251.00000,1.00000,1751341507.01934,0.00000
22071.99023,22009.31641,22405.30078,22318.93359,22349.59961,22385.18359,22401.00781,22479.33008,-0.52856,0.04761,-0.84644,-1.80054,3.35693,2.22778,100.00000,305.00000,1.00000,1751341507.23536,0.00000
144095.79688,144004.78125,144373.32812,144324.78125,144373.23438,144447.62500,144369.29688,144516.28125,-0.52686,0.04639,-0.84839,-1.86157,3.32642,2.28882,100.00000,2062.00000,1.00000,1751341514.25439,0.00000
288657.40625,288522.15625,288862.25000,288839.62500,288926.34375,289039.71875,288848.03125,289055.53125,-0.52808,0.04663,-0.84595,-1.80054,3.35693,2.25830,100.00000,7348.00000,1.00000,1751341535.36328,0.00000
