Fp1,Fp2,C3,C4,Pz,O1,O2,Fz,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,Timestamp,Markers
97472.83594,97399.96875,97771.53906,97715.21875,97753.66406,97816.24219,97771.81250,97897.42969,-0.52930,0.04761,-0.84521,-1.73950,3.23486,2.25830,100.00000,1156.00000,1.00000,1751341290.39449,0.00000
97486.60156,97413.46875,97785.21875,97728.89844,97767.51562,97829.92188,97785.21875,97911.19531,-0.52930,0.05054,-0.84351,-1.80054,3.23486,2.22778,100.00000,1157.00000,1.00000,1751341290.39639,0.00000
97508.50781,97435.10156,97807.48438,97750.79688,97789.86719,97851.74219,97807.30469,97933.00781,-0.53003,0.04883,-0.84448,-1.83105,3.17383,2.31934,100.00000,1158.00000,1.00000,1751341290.40766,0.00000
113834.21875,113757.32812,114124.97656,114073.56250,114115.32031,114182.46094,114124.97656,114259.17188,-0.53076,0.05005,-0.84521,-1.86157,3.44849,2.31934,100.00000,1449.00000,1.00000,1751341291.56829,0.00000
113933.01562,113856.12500,114223.76562,114171.91406,114213.57812,114281.25781,114223.85938,114357.87500,-0.52856,0.05078,-0.84473,-1.80054,3.32642,2.31934,100.00000,1450.00000,1.00000,1751341291.56831,0.00000
129196.57812,129114.05469,129479.28125,129431.35938,129476.14844,129547.05469,129477.31250,129620.27344,-0.52930,0.04883,-0.84668,-1.77002,3.32642,2.31934,100.00000,1769.00000,1.00000,1751341292.84573,0.00000
129228.22656,129145.61719,129511.19531,129462.74219,129507.80469,129578.78906,129509.23438,129651.57031,-0.53003,0.04932,-0.84473,-1.80054,3.29590,2.22778,100.00000,1770.00000,1.00000,1751341292.84574,0.00000
175933.54688,175825.35938,176195.32812,176150.53125,176209.26562,176288.39062,176186.10938,176343.46875,-0.52808,0.04980,-0.84814,-1.83105,3.38745,2.22778,100.00000,3049.00000,1.00000,1751341297.95396,0.00000
175999.51562,175891.96875,176261.03125,176216.51562,176275.25000,176354.64062,176252.09375,176409.45312,-0.53125,0.04956,-0.84839,-1.77002,3.38745,2.22778,100.00000,3050.00000,1.00000,1751341297.96333,0.00000
176000.23438,175892.50000,176262.10938,176217.50000,176275.60938,176355.54688,176252.98438,176410.07812,-0.52881,0.05103,-0.84570,-1.73950,3.32642,2.28882,100.00000,3051.00000,1.00000,1751341297.96336,0.00000
175984.85938,175877.21875,176246.90625,176202.03125,176260.14062,176339.98438,176237.87500,176394.79688,-0.52783,0.05029,-0.84766,-1.70898,3.32642,2.25830,100.00000,3052.00000,1.00000,1751341297.96527,0.00000
176008.37500,175900.90625,176270.42188,176225.54688,176284.01562,176363.50000,176261.39062,176418.65625,-0.52832,0.04907,-0.84888,-1.67847,3.38745,2.34985,100.00000,3053.00000,1.00000,1751341297.97456,0.00000
176088.84375,175981.01562,176350.71875,176305.92188,176364.21875,176443.70312,176341.85938,176499.12500,-0.52710,0.04810,-0.84692,-1.67847,3.41797,2.34985,100.00000,3054.00000,1.00000,1751341297.97458,0.00000
